assessid,assessorid,stockid,stocklong,recorder,daterecorded,dateloaded,assessyear,assesssource,contacts,notes,pdffile,assess,refpoints,assessmethod,assesscomments,xlsfilename,mostrecent
NEFSC-SCUPNWATLC-1960-2007-TERCEIRO,NEFSC,SCUPNWATLC,Scup Atlantic Coast,TERCEIRO,4/29/2009,8/1/2012,1960-2007,http://www.nefsc.noaa.gov/nefsc/publications/crd/crd0902/,,Stock rebuilt,,1,1,ASAP,Substantial upgrade from previous survey index approach,../spreadsheets/TERCEIRO-SCUP-2008-editedDR.xls,999
NEFSC-SDOGATLC-1962-2006-SOSEBEE,NEFSC,SDOGATLC,Spiny dogfish Atlantic Coast,SOSEBEE,4/21/2009,8/1/2012,1962-2006,http://www.nefsc.noaa.gov/nefsc/publications/crd/crd0625/,,,,1,1,Unknown,,../spreadsheets/SOSBEE-SPINYDOGFISH-2006-editedDR.xls,999
NIMRD-SDOGBLKGSA29-1989-2011-BANOBI,NIMRD,SDOGBLKGSA29,Spiny Dogfish Black Sea,BANOBI,5/29/2014,1/1/2002,1989-2011,http://151.1.154.86/GfcmWebSite/SAC/SCSA/14/SAFs.html,NULL,NULL,2012_DGS_GSA29_NIMRD.pdf,1,1,VIT,"assessment model does not have time series output, only current (2011) value, which is entered on time series page as a single year time series.",/home/srdbadmin/srdb/spreadsheets/BANOBI-SDOGBLKGSA29-2011-DH-edited.xls,999
WGNSSK-SEELNSSA1-1983-2011-NEUBAUER,WGNSSK,SEELNSSA1,Sandeel North Sea Area 1,NEUBAUER,6/22/2011,12/12/2012,1983-2011,http://www.ices.dk/reports/ACOM/2011/WGNSSK/Sec%2004%20Sandeel.pdf,NULL,NULL,,1,1,SMS,Assessment has changed to 7 regions and the SMS model is now used at the place of the xsa model,/home/srdbadmin/srdb/spreadsheets/NEUBAUER-SEELNSSA1-2011-DH-edited.xls,999
WGNSSK-SEELNSSA2-1983-2011-NEUBAUER,WGNSSK,SEELNSSA2,Sandeel North Sea Area 2,NEUBAUER,6/22/2011,12/12/2012,1983-2011,http://www.ices.dk/reports/ACOM/2011/WGNSSK/Sec%2004%20Sandeel.pdf,NULL,NULL,,1,1,SMS,Assessment has changed to 7 regions and the SMS model is now used at the place of the xsa model,/home/srdbadmin/srdb/spreadsheets/NEUBAUER-SEELNSSA2-2011-DH-edited.xls,999
WGNSSK-SEELNSSA3-1983-2011-NEUBAUER,WGNSSK,SEELNSSA3,Sandeel North Sea Area 3,NEUBAUER,6/22/2011,12/12/2012,1983-2011,http://www.ices.dk/reports/ACOM/2011/WGNSSK/Sec%2004%20Sandeel.pdf,NULL,NULL,,1,1,SMS,Assessment has changed to 7 regions and the SMS model is now used at the place of the xsa model,/home/srdbadmin/srdb/spreadsheets/NEUBAUER-SEELNSSA3-2011-DH-edited.xls,999
NEFSC-SFLOUNMATLC-1940-2012-HIVELY,NEFSC,SFLOUNMATLC,Summer flounder Mid-Atlantic Coast,HIVELY,12/28/2014,1/1/2002,1940-2012,http://nefsc.noaa.gov/publications/crd/crd1316/parta.pdf,NULL,NULL,SFLOUNMATLC-2013,1,1,ASAP,NULL,/home/srdbadmin/srdb/spreadsheets/HIVELY-SFLOUNMATLC-2013-DH-edited.xls,999
IMARM-SFMAKONWPAC-1990-2003-FAUCONNET,IMARM,SFMAKONWPAC,Shortfin mako Nothwest Pacific Ocean,FAUCONNET,6/11/2009,8/1/2012,1990-2003,received from Julia Baum,Jui-Han Chang (Jui-Han_Chang@umit.maine.edu) and Kwang-Ming Liu (kmliu@mail.ntou.edu.tw),"full report in Chinese, but details provided by authors",,1,1,VPA,"VPA, spawning per recruit analysis and yield per recruit analysis",../spreadsheets/FAUCONNET-SFINMAKNWPAC-2009-editedDR.xls,999
NEFSC-SHAKEGOMNGB-1955-2009-CHING,NEFSC,SHAKEGOMNGB,Silver hake Gulf of Maine / Northern Georges Bank,CHING,2/7/2013,8/23/2013,1955-2009,http://nefsc.noaa.gov/publications/crd/crd1101/crd1101.pdf,NULL,NULL,crd1101,1,1,Unknown,NULL,/home/srdbadmin/srdb/spreadsheets/CHING-SHAKEGOMNGB-2011-DH-edited.xls,999
NEFSC-SHAKESGBMATL-1955-2009-CHING,NEFSC,SHAKESGBMATL,Silver hake Southern Georges Bank / Mid-Atlantic,CHING,2/7/2013,8/23/2013,1955-2009,http://nefsc.noaa.gov/publications/crd/crd1101/crd1101.pdf,NULL,NULL,crd1101,1,1,Unknown,NULL,/home/srdbadmin/srdb/spreadsheets/CHING-SHAKESGBMATL-2011-DH-edited.xls,999
CSIRO-SILVERFISHSE-1978-2006-FULTON,CSIRO,SILVERFISHSE,Silverfish Southeast Australia,FULTON,4/30/2008,8/1/2012,1978-2006,Received from CSIRO assessment team,Beth.Fulton@csiro.au,Based on fisheries data only,,1,1,SS2,Used v2.00c of SS2,../spreadsheets/Fulton-silver_warehou-australia-2007_v2-editedDR-QAQC.xls,999
IOTC-SKJCIO-1950-2010-CHING,IOTC,SKJCIO,Skipjack tuna Indian Ocean,CHING,9/28/2012,11/2/2012,1950-2010,www.iotc.org/files/proceedings/2011/wptt/IOTC-2011-WPTT13-31_Rev1.pdf,NULL,NULL,IOTC-2011-WPTT-13-31-Rev_1-Indian-Ocean-skipjack-tuna-stock-assessment-1950-2009-(Stock Synthesis).,1,1,SS3,NULL,/home/srdbadmin/srdb/spreadsheets/CHING-SKJCIO-2012-DH-edited.xls,999
SPC-SKJCWPAC-1950-2011-CHING,SPC,SKJCWPAC,Skipjack tuna Central Western Pacific,CHING,9/25/2012,12/4/2012,1950-2011,www.wcpfc.int/doc/sa-wp-04/stock-assessment-skipjack-tuna-western-and-central-pacific-ocean,NULL,NULL,WCPFC-SC7-2011/SA-WP-04-Stock-assessment-of-skipjack-tuna-in-the-Western-and-Central-Pacific-Ocean.,1,1,MULTIFAN-CL,NULL,/home/srdbadmin/srdb/spreadsheets/CHING-SKJCWPAC-2012-DH-edited.xls,999
ICCAT-SKJEATL-1950-2010-CHING,ICCAT,SKJEATL,Skipjack tuna Eastern Atlantic,CHING,9/25/2012,11/22/2012,1950-2010,www.iccat.int/Documents/Meetings/Docs/2008_TROP_REP_EN.pdf,John Walter,"based on run 5BZ, provided by John Walter",SCRS/2008/016-Report-of-the-2008-ICCAT-yellowfin-and-skipjack-stock-assessments-meeting.,1,1,BSPM,NULL,/home/srdbadmin/srdb/spreadsheets/CHING-SKJCEATL-2012-DH-edited.xls,999
ICCAT-SKJWATL-1952-2010-CHING,ICCAT,SKJWATL,Skipjack tuna Western Atlantic,CHING,9/25/2012,11/22/2012,1952-2010,www.iccat.int/Documents/Meetings/Docs/2008_TROP_REP_EN.pdf,John Walter,"based on run 5BZ, provided by John Walter",SCRS/2008/016-Report-of-the-2008-ICCAT-yellowfin-and-skipjack-stock-assessments-meeting.,1,1,BSPM,NULL,/home/srdbadmin/srdb/spreadsheets/CHING-SKJWATL-2012-DH-edited.xls,999
NIWA-SMOOTHOREOBP-1983-2008-CORDUE,NIWA,SMOOTHOREOBP,Smooth Oreo Bounty Plateau,CORDUE,8/9/2012,9/30/2012,1983-2008,http://fs.fish.govt.nz/Doc/22062/09_42_FAR.pdf.ashx,Andy McKenzie <Andy.McKenzie@niwa.co.nz>,NULL,09_42_FAR.pdf,1,1,CASAL,Bounty Platform assessment,/home/srdbadmin/srdb/spreadsheets/CORDUE-SMOOTHOREOBPNZ-2012-DH-edited.xls,999
NIWA-SMOOTHOREOCR-1978-2010-CORDUE,NIWA,SMOOTHOREOCR,Smooth oreo Chatham Rise,CORDUE,5/23/2012,8/3/2012,1978-2010,https://fs.fish.govt.nz/Page.aspx?pk=61&tk=212,Dan Fu <Dan.Fu@niwa.co.nz>,,Not yet available,1,1,CASAL,"This is the ""33cm cutoff"" base model. An alternative base model using a different acoustic time series gives a slightly lower stock status.",/home/srdbadmin/srdb/spreadsheets/CORDUE-OEO4smoothNZ-2012-DH-edited.xls,999
NIWA-SMOOTHOREOEPR-1973-2006-CORDUE,NIWA,SMOOTHOREOEPR,Smooth Oreo East Pukaki Rise,CORDUE,7/6/2012,9/21/2012,1973-2006,https://fs.fish.govt.nz/Doc/10565/2007%20FARs/07_34_FAR.pdf.ashx,Andy McKenzie <Andy.McKenzie@niwa.co.nz>,NULL,07_34_FAR.pdf,1,1,CASAL,"Smooth oreo, east Pukaki Rise",/home/srdbadmin/srdb/spreadsheets/CORDUE-SMOOTHOREOPRNZ-2012-DH-edited.xls,999
NIWA-SMOOTHOREOSLD-1973-2007-CORDUE,NIWA,SMOOTHOREOSLD,Smooth Oreo Southland,CORDUE,6/19/2012,9/21/2012,1973-2007,https://fs.fish.govt.nz/Page.aspx?pk=113&dk=17202,Ian Doonan <Ian.Doonan@niwa.co.nz>,NULL,08_37_FAR.pdf,1,1,CASAL,NULL,/home/srdbadmin/srdb/spreadsheets/CORDUE-SMOOTHOREOSOUTHNZ-2012-DH-edited.xls,999
NIWA-SMOOTHOREOWECR-1965-2009-CORDUE,NIWA,SMOOTHOREOWECR,Smooth oreo West end of Chatham Rise,CORDUE,8/14/2012,9/30/2012,1965-2009,https://fs.fish.govt.nz/Doc/22067/09_47_FAR.pdf.ashx,Ian Doonan <i.doonan@niwa.co.nz>,NULL,09_47_FAR.pdf,1,1,CASAL,Smooth OEO3a assessment,/home/srdbadmin/srdb/spreadsheets/CORDUE-SMOOTHOREOWECR-2012-DH-edited.xls,999
GRP1-SMSHRMPMEDGSA17-1970-2011-BANOBI,GRP1,SMSHRMPMEDGSA17,Spottail Mantis Shrimp Northern Adriatic Sea,BANOBI,5/29/2014,1/1/2002,1970-2011,http://151.1.154.86/GfcmWebSite/SAC/SCSA/14/SAFs.html,NULL,NULL,2012_MTS_GSA17_SMAR-CNR_FRIS_LBMP_ISPRA.pdf,1,1,VIT,"VIT output is not a time series, just current (2011) values, which are reported here as a single year time series on the time series page.  A separable VPA was also run, but assessment says this was for exploratory analysis; results not reported here.",/home/srdbadmin/srdb/spreadsheets/BANOBI-SMSHRMPMEDGSA17-2011-DH-edited.xls,999
SARDI-SNAPSAUSNSG-1983-2010-BANOBI,SARDI,SNAPSAUSNSG,Snapper Northern Spencer Gulf,BANOBI,10/28/2011,9/23/2012,1983-2010,http://www.sardi.sa.gov.au/__data/assets/pdf_file/0004/140863/No_473_Snapper_Fishery_Fishery_Assessment_Report_to_PIRSA.pdf,Anthony Fowler (PIRSA-SARDI); Anthony.Fowler@sa.gov.au,,,1,1,SnapEst,SnapEst age and length-based model (after MCGarvey & Feenstra 2004).,/home/srdbadmin/srdb/spreadsheets/BANOBI-SNAPSAUSNSG-2010-DH-edited.xls,999
SARDI-SNAPSAUSSGSV-1983-2010-BANOBI,SARDI,SNAPSAUSSGSV,Snapper Southern Gulf St. Vincent,BANOBI,10/28/2011,9/23/2012,1983-2010,http://www.sardi.sa.gov.au/__data/assets/pdf_file/0004/140863/No_473_Snapper_Fishery_Fishery_Assessment_Report_to_PIRSA.pdf,Anthony Fowler (PIRSA-SARDI); Anthony.Fowler@sa.gov.au,,,1,1,SnapEst,SnapEst age and length-based model (after MCGarvey & Feenstra 2004).,/home/srdbadmin/srdb/spreadsheets/BANOBI-SNAPSAUSGSV-2010-DH-edited.xls,999
SARDI-SNAPSAUSSSG-1984-2010-BANOBI,SARDI,SNAPSAUSSSG,Snapper Southern Spencer Gulf,BANOBI,10/28/2011,9/23/2012,1984-2010,http://www.sardi.sa.gov.au/__data/assets/pdf_file/0004/140863/No_473_Snapper_Fishery_Fishery_Assessment_Report_to_PIRSA.pdf,Anthony Fowler (PIRSA-SARDI); Anthony.Fowler@sa.gov.au,,,1,1,SnapEst,"SnapEst, age and length-based model (after MCGarvey & Feenstra 2004).",/home/srdbadmin/srdb/spreadsheets/BANOBI-SNAPSAUSSSG-2010-DH-edited.xls,999
SEFSC-SNOSESHARATL-1950-2005-FAUCONNET,SEFSC,SNOSESHARATL,Atlantic sharpnose shark Atlantic,FAUCONNET,5/7/2009,8/1/2012,1950-2005,http://www.sefsc.noaa.gov/sedar/,,,,1,1,ASPM,State-space age-structured production model,../spreadsheets/FAUCONNET-SNOSESHARATL-2007-editedDR.xls,999
DFO-NFLD-SNOWCRAB2J-1995-2008-ANDERSON,DFO-NFLD,SNOWCRAB2J,Snow Crab Division 2J,ANDERSON,1/14/2011,9/6/2012,1995-2008,http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/2010/2010_016-eng.htm,,Effort is by trap hauls. CPUE is commercial catch per trap haul.,,1,0,STRAP,"See: Smith, S.J., and Somerton, G.D. 1981. STRAP. A user-oriented computer analysis system for groundfish research trawl survey data. Can. Tech. Rep. Fish. Aquat. Sci. 1030. 66 p.",/home/srdbadmin/srdb/spreadsheets/ANDERSON-SNOWCRAB2J-2010-DH-edited.xls,999
DFO-NFLD-SNOWCRAB3K-1995-2008-ANDERSON,DFO-NFLD,SNOWCRAB3K,Snow Crab Division 3K,ANDERSON,1/14/2011,9/6/2012,1995-2008,http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/2010/2010_016-eng.htm,,Commercial catches and effort are for offshore region only. This fishery is larger than the inshore fishery. Effort has moved increasingly offshore through time. Effort is by trap hauls. CPUE is commercial catch per trap haul.,,1,0,STRAP,"See: Smith, S.J., and Somerton, G.D. 1981. STRAP. A user-oriented computer analysis system for groundfish research trawl survey data. Can. Tech. Rep. Fish. Aquat. Sci. 1030. 66 p.",/home/srdbadmin/srdb/spreadsheets/ANDERSON-SNOWCRAB3K-2010-DH-edited.xls,999
DFO-NFLD-SNOWCRAB3NO-1995-2008-ANDERSON,DFO-NFLD,SNOWCRAB3NO,Snow Crab Division 3NO,ANDERSON,1/14/2011,9/6/2012,1995-2008,http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/2010/2010_016-eng.htm,,Effort is by trap hauls. CPUE is commercial catch per trap haul.,,1,0,STRAP,"See: Smith, S.J., and Somerton, G.D. 1981. STRAP. A user-oriented computer analysis system for groundfish research trawl survey data. Can. Tech. Rep. Fish. Aquat. Sci. 1030. 66 p.",/home/srdbadmin/srdb/spreadsheets/ANDERSON-SNOWCRAB3NO-2010-DH-edited.xls,999
DFO-NFLD-SNOWCRAB3Ps-1995-2008-ANDERSON,DFO-NFLD,SNOWCRAB3Ps,Snow Crab Division 3Ps,ANDERSON,1/14/2011,9/6/2012,1995-2008,http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/2010/2010_016-eng.htm,,Commercial catches and effort are for offshore region only. This fishery is larger than the inshore fishery. Effort has moved increasingly offshore through time. Effort is by trap hauls. CPUE is commercial catch per trap haul.,,1,0,STRAP,"See: Smith, S.J., and Somerton, G.D. 1981. STRAP. A user-oriented computer analysis system for groundfish research trawl survey data. Can. Tech. Rep. Fish. Aquat. Sci. 1030. 66 p.",/home/srdbadmin/srdb/spreadsheets/ANDERSON-SNOWCRAB3PS-2010-DH-edited.xls,999
AFSC-SNOWCRABBS-1978-2013-HIVELY,AFSC,SNOWCRABBS,Snow crab Bering Sea,HIVELY,5/8/2014,12/31/2001,1978-2013,http://www.afsc.noaa.gov/Publications/assessments.htm,NULL,NULL,CrabSAFE2013.pdf,1,1,SSPDM,NULL,/home/srdbadmin/srdb/spreadsheets/HIVELY-SNOWCRABBS-2013-DH-edited.xls,999
DFO-SG-SNOWCRABSGSL-1984-2007-ANDERSON,DFO-SG,SNOWCRABSGSL,Snow crab Southern Gulf of St. Lawrence,ANDERSON,5/6/2009,8/1/2012,1984-2007,http://www.dfo-mpo.gc.ca/CSAS/Csas/Publications/ResDocs-DocRech/2008/2008_040_e.htm,contact details,"Fishing area now encompasses areas 12, 19, E, and F, however, I have included only area 12 as Ram had done. Area 12 is by far the largest and the others have been introduced more recently. Aggregating would mask spatial expansion of the fishing until 1995",,0,0,RV,Area 12 only.,../spreadsheets/ANDERSON-CHIOSGSL-2008-editedDR.xls,999
SEFSC-SNOWGROUPSATLC-1974-2013-HIVELY,SEFSC,SNOWGROUPSATLC,Snowy grouper Southern Atlantic coast,HIVELY,12/28/2014,1/1/2002,1974-2013,http://www.sefsc.noaa.gov/sedar/download/S36_Std_SA_SnowyGrouper_SAR_Final_1.10.2014.pdf?id=DOCUMENT,NULL,NULL,SNOWGROUPSATLC-2013,1,1,BAM,NULL,/home/srdbadmin/srdb/spreadsheets/HIVELY-SNOWGROUPSATLC-2013-DH-edited.xls,999
NWFSC-SNROCKPCOAST-1905-2009-STANTON,NWFSC,SNROCKPCOAST,Splitnose Rockfish Pacific Coast,STANTON,3/31/2010,8/7/2012,1905-2009,NULL,contact details,,,1,1,SS3,no comments,/home/srdbadmin/srdb/spreadsheets/STANTON-SplitnoseRf-2009SAFE-DH-edited.xls,999
WGSSDS-SOLECS-1970-2011-NEUBAUER,WGSSDS,SOLECS,common European sole Celtic Sea,NEUBAUER,7/26/2011,12/12/2012,1970-2011,http://www.ices.dk/reports/ACOM/2011/WGCSE/07.13_Sole%20VIIfg.pdf,NULL,NULL,,1,1,XSA,,/home/srdbadmin/srdb/spreadsheets/NEUBAUER-SOLECS-2011-DH-edited.xls,999
WGNSSK-SOLEIIIa-1982-2011-NEUBAUER,WGNSSK,SOLEIIIa,common European sole ICES Kattegat and Skagerrak,NEUBAUER,7/26/2011,12/12/2012,1982-2011,http://www.ices.dk/reports/ACOM/2011/WGBFAS/Sec%2003%20Sole%20in%20Division%20IIIa%20and%20Subdivisions%2022-23.pdf,NULL,NULL,,1,1,TSA,,/home/srdbadmin/srdb/spreadsheets/NEUBAUER-SOLEIIIa-2011-DH-edited.xls,999
WGNSDS-SOLEIS-1968-2011-NEUBAUER,WGNSDS,SOLEIS,common European sole Irish Sea,NEUBAUER,7/26/2011,12/20/2012,1968-2011,http://www.ices.dk/reports/ACOM/2011/WGCSE/06.8_Sole%20VIIa.pdf,NULL,NULL,,1,1,XSA,,/home/srdbadmin/srdb/spreadsheets/NEUBAUER-SOLEIS-2011-DH-edited.xls,999
WGNSSK-SOLENS-1956-2010-NEUBAUER,WGNSSK,SOLENS,common European sole North Sea,NEUBAUER,7/26/2011,12/12/2012,1956-2010,http://www.ices.dk/reports/ACOM/2011/WGNSSK/Sec%2010%20Sole%20in%20Subarea%20IV.pdf,NULL,NULL,,1,1,XSA,,/home/srdbadmin/srdb/spreadsheets/NEUBAUER-SOLENS-2011-DH-edited.xls,999
WGNSSK-SOLEVIId-1981-2011-NEUBAUER,WGNSSK,SOLEVIId,common European sole ICES VIId,NEUBAUER,7/26/2011,12/12/2012,1981-2011,http://www.ices.dk/reports/ACOM/2011/WGNSSK/Sec%2009%20Sole%20in%20Subarea%20VIId.pdf,NULL,NULL,,1,1,XSA,,/home/srdbadmin/srdb/spreadsheets/NEUBAUER-SOLEVIId-2011-DH-edited.xls,999
WGSSDS-SOLEVIIe-1968-2010-NEUBAUER,WGSSDS,SOLEVIIe,common European sole Western English Channel,NEUBAUER,7/26/2011,12/12/2012,1968-2010,http://www.ices.dk/reports/ACOM/2011/WGCSE/08.3_Sole%20VIIe_tabs_figs.pdf,NULL,NULL,,1,1,FLXSA,,/home/srdbadmin/srdb/spreadsheets/NEUBAUER-SOLEVIIe-2011-DH-edited.xls,999
WGHMM-SOLEVIII-1982-2011-NEUBAUER,WGHMM,SOLEVIII,common European sole Bay of Biscay,NEUBAUER,7/26/2011,12/12/2012,1982-2011,http://www.ices.dk/reports/ACOM/2011/WGHMM/Sec%2006%20-%20Bay%20of%20Biscay%20Sole.pdf,NULL,NULL,,1,1,XSA,,/home/srdbadmin/srdb/spreadsheets/NEUBAUER-SOLEVIII-2011-DH-edited.xls,999
FAO-DRSS-SOLEWASG1-1994-2007-CHING,FAO-DRSS,SOLEWASG1,Sole West Africa Subgroup 1,CHING,1/22/2014,1/1/2002,1994-2007,NULL,NULL,NULL,FAO West African Demersal Stocks.pdf,1,1,DPM,NULL,/home/srdbadmin/srdb/spreadsheets/CHING-SOLEWASG1-2007-DH-edited.xls,999
FAO-DRSS-SOLEWASG3-1991-2007-CHING,FAO-DRSS,SOLEWASG3,Sole West Africa Subgroup 3,CHING,1/22/2014,1/1/2002,1991-2007,NULL,NULL,"CPUE-kg/day is trawlers, CPUE-kg/trip is artisanal",FAO West African Demersal Stocks.pdf,1,1,DPM,NULL,/home/srdbadmin/srdb/spreadsheets/CHING-SOLEWASG3-2007-DH-edited.xls,999
GRP2-SOLMEDGSA17-1969-2011-BANOBI,GRP2,SOLMEDGSA17,Common Sole Northern Adriatic Sea,BANOBI,5/29/2014,1/1/2002,1969-2011,http://151.1.154.86/GfcmWebSite/SAC/SCSA/14/SAFs.html,NULL,"XSA is main time series, SS3 is alternate time series",2012_SOL_GSA17_CNR-ISMAR_ISPRA_IZOR_FRIS,1,1,XSA,assessment also uses and reports separate results for an SS3 model analysis; neither this nor the XSA is indicated as preferable.,/home/srdbadmin/srdb/spreadsheets/BANOBI-SOLMEDGSA17-2011-DH-edited.xls,999
IFOP-SOUTHHAKECH-1977-2011-CHING,IFOP,SOUTHHAKECH,South Hake Chile,CHING,3/25/2013,8/23/2013,1977-2011,NULL,NULL,NULL,"ESTATUS Segundo Merluza del Sur, 2013",1,1,Unknown,NULL,/home/srdbadmin/srdb/spreadsheets/CHING-SOUTHHAKECH-2011-DH-edited.xls,999
NIWA-SOUTHHAKECR-1975-2010-CHING,NIWA,SOUTHHAKECR,Southern hake Chatham Rise,CHING,2/21/2013,8/23/2013,1975-2010,http://fs.fish.govt.nz/Page.aspx?pk=113&dk=23098,NULL,NULL,May 2012 Plenary Online - Volume 1,1,1,CASAL,NULL,/home/srdbadmin/srdb/spreadsheets/CHING-SOUTHHAKECR-2012-DH-edited.xls,999
NIWA-SOUTHHAKESA-1974-2011-CORDUE,NIWA,SOUTHHAKESA,Southern hake Sub-Antarctic,CORDUE,8/8/2012,9/21/2012,1974-2011,http://fs.fish.govt.nz/Page.aspx?pk=61&tk=212,Peter Horn <Peter.Horn@niwa.co.nz>,NULL,Not yet available,1,1,CASAL,NULL,/home/srdbadmin/srdb/spreadsheets/CORDUE-SOUTHHAKESA-2012-DH-edited.xls,999
SEFSC-SPANMACKGM-1886-2011-HIVELY,SEFSC,SPANMACKGM,Spanish mackerel Gulf of Mexico,HIVELY,5/11/2014,12/31/2001,1886-2011,http://www.sefsc.noaa.gov/sedar/,NULL,NULL,SEDAR 28 SAR- Gulf Spanish Mackerel_sizereduced.pdf,1,1,SS3,NULL,/home/srdbadmin/srdb/spreadsheets/HIVELY-SPANMACKGM-2011-DH-edited.xls,999
SEFSC-SPANMACKSATLC-1950-2012-HIVELY,SEFSC,SPANMACKSATLC,Spanish mackerel Southern Atlantic Coast,HIVELY,12/21/2014,1/1/2002,1950-2012,http://www.sefsc.noaa.gov/sedar/download/S28_SAR_SASpMack_FinalWithPStar_5%2016%202013.pdf?id=DOCUMENT,NULL,NULL,SPANMACKSATLC-2012,1,1,ASPIC,NULL,/home/srdbadmin/srdb/spreadsheets/HIVELY-SPANMACKSATLC-2012-DH-edited.xls,999
FAJ-SPANMACKSETO-1987-2010-ONO,FAJ,SPANMACKSETO,Japanese Spanish mackerel Inland Sea of Japan,ONO,9/17/2012,10/19/2012,1987-2010,NULL,contact details,in japanese,,1,1,VPA,no comments,/home/srdbadmin/srdb/spreadsheets/ONO-SPANMACKSETO-2010-DH-edited.xls,999
IFOP-SPHAKECH-1968-2012-CHING,IFOP,SPHAKECH,South Pacific Hake Chile,CHING,3/18/2013,8/23/2013,1968-2012,NULL,NULL,NULL,__Segundo Informe_Estatus M.comun_2013,1,1,Unknown,NULL,/home/srdbadmin/srdb/spreadsheets/CHING-SPHAKECH-2012-DH-edited.xls,999
WGBFAS-SPRAT22-32-1973-2011-NEUBAUER,WGBFAS,SPRAT22-32,Sprat ICES Baltic Areas 22-32,NEUBAUER,6/20/2011,9/18/2012,1973-2011,http://www.ices.dk/reports/ACOM/2008/WGBFAS/07-Sprat%20in%20Subdivisions%2022-32.pdf,NULL,NULL,,1,1,XSA,"A recent integrated ecosystem assessment (ICES, 2008) shows a major shift in food web composition and in environmental drivers in the central Baltic basin, and therefore the previously defined precautionary biomass reference points are no longer considere",/home/srdbadmin/srdb/spreadsheets/NEUBAUER-SPR2232-2011-DH-edited.xls,999
HAWG-SPRATNS-1995-2007-MINTO,HAWG,SPRATNS,Sprat North Sea,MINTO,4/15/2008,8/1/2012,1995-2007,http://www.ices.dk/products/CMdocs/CM-2007/CM2007.pdf,NULL,NULL,ICES-HAWG-2007.pdf,1,0,CSA,Assessment results are relative and not absolute. TN in time series refers to the relative number of mature individuals.,../spreadsheets/MINTO-SPRATNS-2007-editedDR-QAQC.xls,999
STECF-SPRBLKGSA29-1991-2010-BANOBI,STECF,SPRBLKGSA29,Sprat Black Sea,BANOBI,5/16/2014,1/1/2002,1991-2010,http://151.1.154.86/GfcmWebSite/SAC/SCSA/14/SAFs.html,NULL,NULL,2012_SPR_GSA29_BS-STECF.pdf,1,1,ICA,NULL,/home/srdbadmin/srdb/spreadsheets/BANOBI-SPRBLKGSA29-2010-DH-edited.xls,999
NWFSC-SPSDOGPCOAST-1916-2011-STACHURA,NWFSC,SPSDOGPCOAST,Spotted spiny dogfish Pacific Coast,STACHURA,12/22/2011,1/11/2013,1916-2011,"obtained from assessment author, not yet publicly available on PFMC website","Vladlena Gertseva, vladlena.gertseva@noaa.gov",This is the first assessment for this stock,NWFSC-SDOGPCOAST-2011.pdf,1,1,SS3,,/home/srdbadmin/srdb/spreadsheets/NWFSC-SDOGPCOAST-2011-editedDR.xls,999
FAO-DRSS-SPSHRIMPWA-1990-2007-CHING,FAO-DRSS,SPSHRIMPWA,Southern Pink Shrimp West Africa,CHING,1/22/2014,1/1/2002,1990-2007,NULL,NULL,NULL,FAO West African Demersal Stocks.pdf,1,1,DPM,NULL,/home/srdbadmin/srdb/spreadsheets/CHING-SPSHRIMPWA-2007-DH-edited.xls,999
AFSC-SRAKEROCKBSAI-1977-2010-STACHURA,AFSC,SRAKEROCKBSAI,Shortraker rockfish Bering Sea and Aleutian Islands,STACHURA,5/12/2011,8/15/2012,1977-2010,http://www.afsc.noaa.gov/REFM/docs/2010/BSAIshortraker.pdf,"Paul Spencer, paul.spencer@noaa.gov",Assessed together with rougheye rockfish until 2004,,1,1,AD-CAM,"prior to 2008, shortraker and rougheye rockfish were assessed with a two-species surplus production model; separate assessments beginning in 2008",/home/srdbadmin/srdb/spreadsheets/STACHURA-SRAKEROCKBSAI-2010-DH-edited.xls,999
IFOP-SSARDCH-2006-2012-CHING,IFOP,SSARDCH,Southern Sardine Chile,CHING,3/18/2013,1/1/2002,2006-2012,NULL,NULL,"Described as two species in the assessment, Sprattus guegensis and Strangomera  bentincki.",__ESTATUS_2° INF_Sardina austral 2013,1,1,Unknown,NULL,/home/srdbadmin/srdb/spreadsheets/CHING-SSARDCH-2012-DH-edited.xls,999
NEFSC-SSKAT5YZSNE-1963-2005-SOSEBEE,NEFSC,SSKAT5YZSNE,Smooth skate Gulf of Marine / Georges Bank-Southern New England,SOSEBEE,4/21/2009,8/1/2012,1963-2005,http://www.nefsc.noaa.gov/nefsc/publications/crd/crd0710/,,,,0,0,Survey indices,,../spreadsheets/SOSBEE-SMOOTHSKATE-2007-editedDR.xls,999
